AssetClass,Code,Name,ISIN,Sector,Region,SpotPrice,Currency,ImpliedVol3m,DividendYield,RepoRate,VolatilityScore,Reasoning,Description,Tags
EQUITY,AI FP,Air Liquide SA,FR0000120073,Materiaux / Gaz industriels,Europe (France),190,EUR,0.18,0.019,0.0,MEDIUM,"Constituant EURO STOXX 50 / France. Prix indicatif ~sept. 2026, a rafraichir.","Numero un mondial des gaz industriels et medicaux. Contrats long terme take-or-pay, croissance reguliere, faible volatilite.",action;europe;france;euro stoxx 50;materiaux
EQUITY,DHL GR,DHL Group (Deutsche Post),DE0005552004,Industrie / Logistique,Europe (Allemagne),42,EUR,0.24,0.045,0.0,MEDIUM,"Constituant EURO STOXX 50 / Allemagne. Prix indicatif ~sept. 2026, a rafraichir.","Leader mondial de la logistique et du courrier express. Cyclique commerce mondial, dividende eleve.",action;europe;allemagne;euro stoxx 50;industrie
EQUITY,IFX GR,Infineon Technologies AG,DE0006231004,Technologie / Semi-conducteurs,Europe (Allemagne),40,EUR,0.36,0.017,0.0,EXCELLENT_FOR_AUTOCALL,"Constituant EURO STOXX 50 / Allemagne. Prix indicatif ~sept. 2026, a rafraichir.","Numero un mondial des semi-conducteurs pour l'automobile et l'energie. Cyclique, beneficiaire electrification, volatilite elevee.",action;europe;allemagne;euro stoxx 50;technologie
EQUITY,VOW3 GR,Volkswagen AG (pref.),DE0007664039,Consommation discretionnaire / Automobile,Europe (Allemagne),95,EUR,0.32,0.09,0.0,EXCELLENT_FOR_AUTOCALL,"Constituant EURO STOXX 50 / Allemagne. Prix indicatif ~sept. 2026, a rafraichir.","Constructeur automobile (VW, Audi, Porsche, Skoda). Transition electrique couteuse, marges Chine sous pression, dividende tres eleve, volatilite elevee.",action;europe;allemagne;euro stoxx 50;consommation discretionnaire
EQUITY,BMW GR,Bayerische Motoren Werke AG,DE0005190003,Consommation discretionnaire / Automobile,Europe (Allemagne),85,EUR,0.28,0.075,0.0,EXCELLENT_FOR_AUTOCALL,"Constituant EURO STOXX 50 / Allemagne. Prix indicatif ~sept. 2026, a rafraichir.","Constructeur automobile premium allemand. Meilleure discipline que ses pairs sur l'electrique, rendement du dividende eleve.",action;europe;allemagne;euro stoxx 50;consommation discretionnaire
EQUITY,NOKIA FH,Nokia Oyj,FI0009000681,Technologie / Equipements telecoms,Europe (Finlande),4.5,EUR,0.28,0.028,0.0,EXCELLENT_FOR_AUTOCALL,"Constituant EURO STOXX 50 / Finlande. Prix indicatif ~sept. 2026, a rafraichir.","Equipementier reseaux (5G, infrastructures optiques). Concurrence Ericsson/Huawei, redressement des marges, exposition datacenters.",action;europe;finlande;euro stoxx 50;technologie
EQUITY,NDA FH,Nordea Bank Abp,FI4000297767,Finance / Banque,Europe (Finlande / Nordics),12.5,EUR,0.22,0.075,0.0,MEDIUM,"Constituant EURO STOXX 50 / Finlande / Nordics. Prix indicatif ~sept. 2026, a rafraichir.","Premiere banque nordique. Rentabilite elevee, rendement du capital tres eleve.",action;europe;finlande / nordics;euro stoxx 50;finance
EQUITY,ACA FP,Credit Agricole SA,FR0000045072,Finance / Banque,Europe (France),16,EUR,0.27,0.07,0.0,MEDIUM,Grande capitalisation europeenne (France). Prix indicatif ~sept. 2026.,"Vehicule cote du groupe Credit Agricole (banque de detail, gestion d'actifs Amundi, assurance). Rendement du dividende eleve. NB : le mot Credit dans le nom ne fait pas de ce titre un sous-jacent credit.",action;europe;france;finance
EQUITY,GLE FP,Societe Generale SA,FR0000130809,Finance / Banque,Europe (France),45,EUR,0.32,0.055,0.0,EXCELLENT_FOR_AUTOCALL,Grande capitalisation europeenne (France). Prix indicatif ~sept. 2026.,"Troisieme banque francaise. Decote de valorisation, plan de restructuration, rendement du capital en hausse, volatilite elevee.",action;europe;france;finance
EQUITY,CAP FP,Capgemini SE,FR0000125338,Technologie / Services informatiques,Europe (France),150,EUR,0.28,0.024,0.0,EXCELLENT_FOR_AUTOCALL,Grande capitalisation europeenne (France). Prix indicatif ~sept. 2026.,"SSII mondiale (conseil, integration, infogerance). Sensible aux budgets IT des entreprises, exposition IA generative.",action;europe;france;technologie
EQUITY,STMPA FP,STMicroelectronics NV,NL0000226223,Technologie / Semi-conducteurs,Europe (France / Italie),28,EUR,0.38,0.015,0.0,EXCELLENT_FOR_AUTOCALL,Grande capitalisation europeenne (France / Italie). Prix indicatif ~sept. 2026.,"Fabricant de semi-conducteurs (automobile, industriel, MEMS). Cyclique, creux de cycle 2025-2026, volatilite elevee.",action;europe;france / italie;technologie
EQUITY,SGO FP,Compagnie de Saint-Gobain,FR0000125007,Materiaux / Construction,Europe (France),95,EUR,0.24,0.026,0.0,MEDIUM,Grande capitalisation europeenne (France). Prix indicatif ~sept. 2026.,"Leader mondial des materiaux de construction et de la renovation energetique. Cyclique batiment, marges ameliorees.",action;europe;france;materiaux
EQUITY,LR FP,Legrand SA,FR0010307819,Industrie / Equipements electriques,Europe (France),115,EUR,0.22,0.017,0.0,MEDIUM,Grande capitalisation europeenne (France). Prix indicatif ~sept. 2026.,"Specialiste des infrastructures electriques et numeriques du batiment. Croissance datacenters, marges elevees.",action;europe;france;industrie
EQUITY,PUB FP,Publicis Groupe SA,FR0000130577,Communication / Publicite,Europe (France),95,EUR,0.24,0.037,0.0,MEDIUM,Grande capitalisation europeenne (France). Prix indicatif ~sept. 2026.,"Premier groupe publicitaire mondial (data, digital via Epsilon/Sapient). Croissance organique superieure aux pairs.",action;europe;france;communication
EQUITY,HO FP,Thales SA,FR0000121329,Industrie / Defense & Aerospatiale,Europe (France),250,EUR,0.28,0.017,0.0,EXCELLENT_FOR_AUTOCALL,Grande capitalisation europeenne (France). Prix indicatif ~sept. 2026.,"Groupe de defense, aeronautique et cybersecurite. Beneficiaire de la hausse des budgets militaires europeens.",action;europe;france;industrie
EQUITY,SW FP,Sodexo SA,FR0000121220,Consommation / Services aux collectivites,Europe (France),70,EUR,0.24,0.035,0.0,MEDIUM,Grande capitalisation europeenne (France). Prix indicatif ~sept. 2026.,"Numero deux mondial de la restauration collective et des services. Defensif de croissance, marges en redressement.",action;europe;france;consommation
EQUITY,ORA FP,Orange SA,FR0000133308,Telecoms,Europe (France),12,EUR,0.17,0.062,0.0,LOW,Grande capitalisation europeenne (France). Prix indicatif ~sept. 2026.,"Operateur telecom francais. Tres defensif, rendement du dividende tres eleve, faible croissance.",action;europe;france;telecoms
EQUITY,VIE FP,Veolia Environnement SA,FR0000124141,Utilities / Environnement,Europe (France),30,EUR,0.2,0.04,0.0,MEDIUM,Grande capitalisation europeenne (France). Prix indicatif ~sept. 2026.,"Leader mondial de l'eau, des dechets et de l'energie. Contrats long terme indexes inflation, defensif.",action;europe;france;utilities
EQUITY,EN FP,Bouygues SA,FR0000120503,Industrie / Conglomerat,Europe (France),35,EUR,0.22,0.055,0.0,MEDIUM,Grande capitalisation europeenne (France). Prix indicatif ~sept. 2026.,"Conglomerat francais (construction Colas, telecoms Bouygues Telecom, medias TF1, Equans). Dividende eleve, decote de holding.",action;europe;france;industrie
EQUITY,MT NA,ArcelorMittal SA,LU1598757687,Materiaux / Acier,Europe (Luxembourg),28,EUR,0.34,0.02,0.0,EXCELLENT_FOR_AUTOCALL,Grande capitalisation europeenne (Luxembourg). Prix indicatif ~sept. 2026.,"Premier siderurgiste mondial hors Chine. Tres cyclique, sensible aux prix de l'acier et aux droits de douane, volatilite elevee.",action;europe;luxembourg;materiaux
EQUITY,ADS GR,adidas AG,DE000A1EWWW0,Consommation discretionnaire / Equipement sportif,Europe (Allemagne),190,EUR,0.3,0.012,0.0,EXCELLENT_FOR_AUTOCALL,Grande capitalisation europeenne (Allemagne). Prix indicatif ~sept. 2026.,"Equipementier sportif allemand. Redressement post-Yeezy, exposition Chine/USA, marges en amelioration.",action;europe;allemagne;consommation discretionnaire
EQUITY,RWE GR,RWE AG,DE0007037129,Utilities / Electricite,Europe (Allemagne),34,EUR,0.26,0.03,0.0,MEDIUM,Grande capitalisation europeenne (Allemagne). Prix indicatif ~sept. 2026.,Producteur d'electricite allemand en bascule vers les renouvelables. Sensible aux prix de gros et a la reglementation.,action;europe;allemagne;utilities
EQUITY,HEN3 GR,Henkel AG & Co. KGaA (pref.),DE0006048432,Consommation de base / Chimie de specialite,Europe (Allemagne),78,EUR,0.2,0.028,0.0,MEDIUM,Grande capitalisation europeenne (Allemagne). Prix indicatif ~sept. 2026.,"Adhesifs (leader mondial) et produits de grande consommation (lessives, cosmetiques). Defensif, marges en hausse.",action;europe;allemagne;consommation de base
EQUITY,MRK GR,Merck KGaA,DE0006599905,"Sante / Pharma, Sciences de la vie & Electronique",Europe (Allemagne),130,EUR,0.24,0.017,0.0,MEDIUM,Grande capitalisation europeenne (Allemagne). Prix indicatif ~sept. 2026.,"Groupe familial allemand : medicaments, outils de laboratoire, materiaux pour semi-conducteurs. Diversifie, defensif de croissance.",action;europe;allemagne;sante
EQUITY,DTG GR,Daimler Truck Holding AG,DE000DTR0CK8,Industrie / Poids lourds,Europe (Allemagne),42,EUR,0.28,0.055,0.0,EXCELLENT_FOR_AUTOCALL,Grande capitalisation europeenne (Allemagne). Prix indicatif ~sept. 2026.,"Premier constructeur mondial de camions. Cyclique fret, marges resilientes, dividende eleve.",action;europe;allemagne;industrie
EQUITY,ZAL GR,Zalando SE,DE000ZAL1111,Consommation discretionnaire / E-commerce,Europe (Allemagne),34,EUR,0.36,0.0,0.0,EXCELLENT_FOR_AUTOCALL,Grande capitalisation europeenne (Allemagne). Prix indicatif ~sept. 2026.,"Plateforme europeenne de mode en ligne. Retour a la croissance rentable, pas de dividende, volatilite elevee.",action;europe;allemagne;consommation discretionnaire
EQUITY,AZN LN,AstraZeneca PLC,GB0009895292,Sante / Pharmacie,Royaume-Uni,120,GBP,0.22,0.021,0.0,MEDIUM,Constituant majeur du FTSE 100. Prix indicatif ~sept. 2026 (cotation Londres).,"Premier laboratoire pharmaceutique britannique (oncologie, maladies rares). Pipeline dense, croissance soutenue.",action;royaume-uni;ftse 100;sante
EQUITY,SHEL LN,Shell PLC,GB00BP6MXD84,Energie,Royaume-Uni,29,GBP,0.24,0.038,0.0,MEDIUM,Constituant majeur du FTSE 100. Prix indicatif ~sept. 2026 (cotation Londres).,"Major petro-gaziere. GNL leader mondial, discipline capital, rachats d'actions massifs, dividende progressif.",action;royaume-uni;ftse 100;energie
EQUITY,HSBA LN,HSBC Holdings PLC,GB0005405286,Finance / Banque,Royaume-Uni,10,GBP,0.22,0.07,0.0,MEDIUM,Constituant majeur du FTSE 100. Prix indicatif ~sept. 2026 (cotation Londres).,"Banque internationale centree sur l'Asie (Hong Kong, Chine). Rendement du capital tres eleve, sensible aux taux et a la Chine.",action;royaume-uni;ftse 100;finance
EQUITY,ULVR LN,Unilever PLC,GB00B10RZP78,Consommation de base,Royaume-Uni,48,GBP,0.17,0.033,0.0,LOW,Constituant majeur du FTSE 100. Prix indicatif ~sept. 2026 (cotation Londres).,"Geant des produits de grande consommation (alimentaire, hygiene, beaute). Tres defensif, plan de simplification du portefeuille.",action;royaume-uni;ftse 100;consommation de base
EQUITY,BP/ LN,BP PLC,GB0007980591,Energie,Royaume-Uni,4.5,GBP,0.28,0.055,0.0,EXCELLENT_FOR_AUTOCALL,Constituant majeur du FTSE 100. Prix indicatif ~sept. 2026 (cotation Londres).,"Major petro-gaziere britannique. Recentrage sur les hydrocarbures, rendement eleve, volatilite superieure a Shell.",action;royaume-uni;ftse 100;energie
EQUITY,RIO LN,Rio Tinto PLC,GB0007188757,Materiaux / Mines,Royaume-Uni,50,GBP,0.26,0.065,0.0,MEDIUM,Constituant majeur du FTSE 100. Prix indicatif ~sept. 2026 (cotation Londres).,"Numero deux minier mondial (fer, cuivre, aluminium, lithium). Tres expose a la demande chinoise, dividende eleve mais variable.",action;royaume-uni;ftse 100;materiaux
EQUITY,GSK LN,GSK PLC,GB00BN7SWP63,Sante / Pharmacie,Royaume-Uni,15,GBP,0.22,0.037,0.0,MEDIUM,Constituant majeur du FTSE 100. Prix indicatif ~sept. 2026 (cotation Londres).,"Laboratoire pharmaceutique et vaccins britannique. Litiges Zantac en voie de reglement, pipeline VIH/respiratoire.",action;royaume-uni;ftse 100;sante
EQUITY,DGE LN,Diageo PLC,GB0002374006,Consommation de base / Spiritueux,Royaume-Uni,20,GBP,0.22,0.038,0.0,MEDIUM,Constituant majeur du FTSE 100. Prix indicatif ~sept. 2026 (cotation Londres).,"Numero un mondial des spiritueux (Johnnie Walker, Guinness, Don Julio). Destockage en cours, marque premium.",action;royaume-uni;ftse 100;consommation de base
EQUITY,BATS LN,British American Tobacco PLC,GB0002875804,Consommation de base / Tabac,Royaume-Uni,35,GBP,0.18,0.075,0.0,MEDIUM,Constituant majeur du FTSE 100. Prix indicatif ~sept. 2026 (cotation Londres).,"Cigarettier mondial en transition vers les produits sans combustion (Vuse, Velo). Rendement du dividende parmi les plus eleves du marche.",action;royaume-uni;ftse 100;consommation de base
EQUITY,REL LN,RELX PLC,GB00B2B0DG97,Technologie / Information professionnelle,Royaume-Uni,38,GBP,0.2,0.017,0.0,MEDIUM,Constituant majeur du FTSE 100. Prix indicatif ~sept. 2026 (cotation Londres).,"Analytique de donnees et outils decisionnels (juridique, scientifique, risque). Revenus recurrents, croissance IA, profil qualite.",action;royaume-uni;ftse 100;technologie
EQUITY,LSEG LN,London Stock Exchange Group PLC,GB00B0SWJX34,Finance / Infrastructure de marche,Royaume-Uni,110,GBP,0.22,0.011,0.0,MEDIUM,Constituant majeur du FTSE 100. Prix indicatif ~sept. 2026 (cotation Londres).,"Groupe de donnees et d'infrastructures de marche (Refinitiv, LCH). Partenariat Microsoft, revenus d'abonnement.",action;royaume-uni;ftse 100;finance
EQUITY,BARC LN,Barclays PLC,GB0031348658,Finance / Banque,Royaume-Uni,3.5,GBP,0.3,0.03,0.0,EXCELLENT_FOR_AUTOCALL,Constituant majeur du FTSE 100. Prix indicatif ~sept. 2026 (cotation Londres).,"Banque universelle britannique avec forte banque d'investissement. Decote de valorisation, rendement du capital en hausse.",action;royaume-uni;ftse 100;finance
EQUITY,NG/ LN,National Grid PLC,GB00BDR05C01,Utilities / Reseaux electriques,Royaume-Uni,10,GBP,0.16,0.05,0.0,LOW,Constituant majeur du FTSE 100. Prix indicatif ~sept. 2026 (cotation Londres).,"Operateur regule des reseaux de transport d'electricite (Royaume-Uni, nord-est des USA). Tres defensif, sensible aux taux.",action;royaume-uni;ftse 100;utilities
EQUITY,VOD LN,Vodafone Group PLC,GB00BH4HKS39,Telecoms,Royaume-Uni,0.85,GBP,0.24,0.07,0.0,MEDIUM,Constituant majeur du FTSE 100. Prix indicatif ~sept. 2026 (cotation Londres).,"Operateur telecom paneuropeen et africain. Restructuration profonde, dividende reduit puis stabilise.",action;royaume-uni;ftse 100;telecoms
EQUITY,PRU LN,Prudential PLC,GB0007099541,Finance / Assurance-vie,Royaume-Uni,9,GBP,0.28,0.03,0.0,EXCELLENT_FOR_AUTOCALL,Constituant majeur du FTSE 100. Prix indicatif ~sept. 2026 (cotation Londres).,"Assureur-vie et gestionnaire d'actifs centre sur l'Asie et l'Afrique. Proxy classe moyenne asiatique, volatile.",action;royaume-uni;ftse 100;finance
EQUITY,AAPL US,Apple Inc.,US0378331005,Technologie / Materiel,Etats-Unis,255,USD,0.24,0.004,0.0,MEDIUM,Grande capitalisation americaine (S&P 500 / Nasdaq 100). Prix indicatif ~sept. 2026.,"Concepteur d'iPhone, Mac, services. Capitalisation > 3 000 Mds USD. +23% en 2026 malgre des tensions sur l'approvisionnement en memoire. Volatilite implicite moderee, faible dividende.",action;etats-unis;s&p 500;technologie
EQUITY,MSFT US,Microsoft Corp.,US5949181045,Technologie / Logiciels & Cloud,Etats-Unis,520,USD,0.23,0.007,0.0,MEDIUM,Grande capitalisation americaine (S&P 500 / Nasdaq 100). Prix indicatif ~sept. 2026.,"Editeur Windows/Office, cloud Azure, participation OpenAI. Un des quatre au-dessus de 3 000 Mds USD. Croissance cloud et IA.",action;etats-unis;s&p 500;technologie
EQUITY,NVDA US,NVIDIA Corp.,US67066G1040,Technologie / Semi-conducteurs,Etats-Unis,180,USD,0.4,0.001,0.0,HIGH,Grande capitalisation americaine (S&P 500 / Nasdaq 100). Prix indicatif ~sept. 2026.,"Concepteur des GPU qui equipent l'entrainement de l'IA. Premiere capitalisation mondiale. Volatilite implicite tres elevee, marges records, sous-jacent d'autocall prise pour son coupon.",action;etats-unis;s&p 500;technologie
EQUITY,GOOGL US,Alphabet Inc. (classe A),US02079K3059,Communication / Internet,Etats-Unis,210,USD,0.26,0.005,0.0,MEDIUM,Grande capitalisation americaine (S&P 500 / Nasdaq 100). Prix indicatif ~sept. 2026.,"Maison mere de Google (recherche, YouTube, cloud, Waymo). Au-dessus de 3 000 Mds USD, monetisation de l'IA Gemini.",action;etats-unis;s&p 500;communication
EQUITY,AMZN US,Amazon.com Inc.,US0231351067,Consommation discretionnaire / E-commerce & Cloud,Etats-Unis,235,USD,0.28,0.0,0.0,EXCELLENT_FOR_AUTOCALL,Grande capitalisation americaine (S&P 500 / Nasdaq 100). Prix indicatif ~sept. 2026.,"E-commerce, cloud AWS (moteur de marge), publicite. Retardataire en 2026 (+4%), pas de dividende.",action;etats-unis;s&p 500;consommation discretionnaire
EQUITY,META US,Meta Platforms Inc.,US30303M1027,Communication / Reseaux sociaux,Etats-Unis,760,USD,0.3,0.003,0.0,EXCELLENT_FOR_AUTOCALL,Grande capitalisation americaine (S&P 500 / Nasdaq 100). Prix indicatif ~sept. 2026.,"Facebook, Instagram, WhatsApp. Depenses IA et Reality Labs elevees, publicite tres rentable, volatilite implicite elevee.",action;etats-unis;s&p 500;communication
EQUITY,TSLA US,Tesla Inc.,US88160R1014,Consommation discretionnaire / Automobile & Energie,Etats-Unis,340,USD,0.5,0.0,0.0,HIGH,Grande capitalisation americaine (S&P 500 / Nasdaq 100). Prix indicatif ~sept. 2026.,"Constructeur de vehicules electriques, stockage d'energie, robotaxi/robotique. Volatilite implicite parmi les plus elevees du S&P 500, pas de dividende.",action;etats-unis;s&p 500;consommation discretionnaire
EQUITY,AVGO US,Broadcom Inc.,US11135F1012,Technologie / Semi-conducteurs & Logiciels,Etats-Unis,340,USD,0.34,0.011,0.0,EXCELLENT_FOR_AUTOCALL,Grande capitalisation americaine (S&P 500 / Nasdaq 100). Prix indicatif ~sept. 2026.,"Semi-conducteurs (ASIC IA, reseau) et logiciels d'infrastructure (VMware). Croissance IA, dividende en forte hausse.",action;etats-unis;s&p 500;technologie
EQUITY,JPM US,JPMorgan Chase & Co.,US46625H1005,Finance / Banque,Etats-Unis,300,USD,0.22,0.02,0.0,MEDIUM,Grande capitalisation americaine (S&P 500 / Nasdaq 100). Prix indicatif ~sept. 2026.,"Premiere banque americaine par les actifs. Rentabilite de reference du secteur, sensible aux taux et au credit.",action;etats-unis;s&p 500;finance
EQUITY,V US,Visa Inc. (classe A),US92826C8394,Finance / Paiements,Etats-Unis,360,USD,0.2,0.008,0.0,MEDIUM,Grande capitalisation americaine (S&P 500 / Nasdaq 100). Prix indicatif ~sept. 2026.,"Reseau de paiement mondial. Modele a peage sur la consommation, marges tres elevees, croissance reguliere.",action;etats-unis;s&p 500;finance
EQUITY,MA US,Mastercard Inc. (classe A),US57636Q1040,Finance / Paiements,Etats-Unis,580,USD,0.21,0.006,0.0,MEDIUM,Grande capitalisation americaine (S&P 500 / Nasdaq 100). Prix indicatif ~sept. 2026.,"Reseau de paiement mondial (numero deux). Meme modele que Visa, legerement plus volatil et plus international.",action;etats-unis;s&p 500;finance
EQUITY,LLY US,Eli Lilly & Co.,US5324571083,Sante / Pharmacie,Etats-Unis,800,USD,0.3,0.007,0.0,EXCELLENT_FOR_AUTOCALL,Grande capitalisation americaine (S&P 500 / Nasdaq 100). Prix indicatif ~sept. 2026.,"Laboratoire pharmaceutique, leader des traitements de l'obesite et du diabete (GLP-1). Croissance des ventes exceptionnelle, valorisation elevee, volatilite remontee.",action;etats-unis;s&p 500;sante
EQUITY,UNH US,UnitedHealth Group Inc.,US91324P1021,Sante / Assurance & Services,Etats-Unis,330,USD,0.3,0.021,0.0,EXCELLENT_FOR_AUTOCALL,Grande capitalisation americaine (S&P 500 / Nasdaq 100). Prix indicatif ~sept. 2026.,"Premier assureur sante americain (UnitedHealthcare, Optum). Annee 2025-2026 difficile (couts medicaux, enquetes), volatilite elevee.",action;etats-unis;s&p 500;sante
EQUITY,JNJ US,Johnson & Johnson,US4781601046,Sante / Pharma & Dispositifs medicaux,Etats-Unis,180,USD,0.16,0.03,0.0,LOW,Grande capitalisation americaine (S&P 500 / Nasdaq 100). Prix indicatif ~sept. 2026.,"Groupe de sante diversifie (medicaments, dispositifs medicaux). Tres defensif, dividende croissant depuis 60 ans.",action;etats-unis;s&p 500;sante
EQUITY,XOM US,Exxon Mobil Corp.,US30231G1022,Energie,Etats-Unis,115,USD,0.22,0.033,0.0,MEDIUM,Grande capitalisation americaine (S&P 500 / Nasdaq 100). Prix indicatif ~sept. 2026.,"Premiere major petroliere occidentale. Integration amont-aval, discipline capital, dividende de reference du secteur.",action;etats-unis;s&p 500;energie
EQUITY,CVX US,Chevron Corp.,US1667641005,Energie,Etats-Unis,160,USD,0.22,0.043,0.0,MEDIUM,Grande capitalisation americaine (S&P 500 / Nasdaq 100). Prix indicatif ~sept. 2026.,"Major petroliere americaine. Acquisition Hess, bilan solide, rendement du dividende eleve.",action;etats-unis;s&p 500;energie
EQUITY,WMT US,Walmart Inc.,US9311421039,Consommation de base / Distribution,Etats-Unis,100,USD,0.2,0.009,0.0,MEDIUM,Grande capitalisation americaine (S&P 500 / Nasdaq 100). Prix indicatif ~sept. 2026.,"Premier distributeur mondial. Gains de parts (e-commerce, publicite retail media), tres defensif.",action;etats-unis;s&p 500;consommation de base
EQUITY,HD US,Home Depot Inc.,US4370761029,Consommation discretionnaire / Distribution bricolage,Etats-Unis,400,USD,0.24,0.024,0.0,MEDIUM,Grande capitalisation americaine (S&P 500 / Nasdaq 100). Prix indicatif ~sept. 2026.,"Numero un du bricolage aux USA. Sensible au marche immobilier et aux taux hypothecaires, dividende regulier.",action;etats-unis;s&p 500;consommation discretionnaire
EQUITY,PG US,Procter & Gamble Co.,US7427181091,Consommation de base,Etats-Unis,160,USD,0.16,0.026,0.0,LOW,Grande capitalisation americaine (S&P 500 / Nasdaq 100). Prix indicatif ~sept. 2026.,"Geant des produits d'hygiene et d'entretien (Pampers, Gillette, Ariel). Tres defensif, pricing power, dividende aristocrate.",action;etats-unis;s&p 500;consommation de base
EQUITY,KO US,Coca-Cola Co.,US1912161007,Consommation de base / Boissons,Etats-Unis,70,USD,0.16,0.03,0.0,LOW,Grande capitalisation americaine (S&P 500 / Nasdaq 100). Prix indicatif ~sept. 2026.,"Numero un mondial des boissons non alcoolisees. Tres defensif, dividende croissant, faible volatilite.",action;etats-unis;s&p 500;consommation de base
EQUITY,PEP US,PepsiCo Inc.,US7134481081,Consommation de base / Boissons & Snacks,Etats-Unis,150,USD,0.17,0.037,0.0,LOW,Grande capitalisation americaine (S&P 500 / Nasdaq 100). Prix indicatif ~sept. 2026.,"Boissons et snacks (Frito-Lay). Defensif, redressement des volumes, dividende eleve.",action;etats-unis;s&p 500;consommation de base
EQUITY,MCD US,McDonald's Corp.,US5801351017,Consommation discretionnaire / Restauration,Etats-Unis,320,USD,0.18,0.024,0.0,MEDIUM,Grande capitalisation americaine (S&P 500 / Nasdaq 100). Prix indicatif ~sept. 2026.,"Premier reseau mondial de restauration rapide. Modele de franchise/immobilier, defensif de croissance.",action;etats-unis;s&p 500;consommation discretionnaire
EQUITY,DIS US,Walt Disney Co.,US2546871060,Communication / Medias & Loisirs,Etats-Unis,115,USD,0.28,0.009,0.0,EXCELLENT_FOR_AUTOCALL,Grande capitalisation americaine (S&P 500 / Nasdaq 100). Prix indicatif ~sept. 2026.,"Studios, parcs a themes, streaming Disney+. Redressement de la rentabilite du streaming, parcs resilients.",action;etats-unis;s&p 500;communication
EQUITY,NFLX US,Netflix Inc.,US64110L1061,Communication / Streaming,Etats-Unis,1200,USD,0.32,0.0,0.0,EXCELLENT_FOR_AUTOCALL,Grande capitalisation americaine (S&P 500 / Nasdaq 100). Prix indicatif ~sept. 2026.,"Leader mondial du streaming video. Croissance des abonnes et de la publicite, marges en forte hausse, pas de dividende, volatilite elevee.",action;etats-unis;s&p 500;communication
EQUITY,AMD US,Advanced Micro Devices Inc.,US0079031078,Technologie / Semi-conducteurs,Etats-Unis,170,USD,0.42,0.0,0.0,HIGH,Grande capitalisation americaine (S&P 500 / Nasdaq 100). Prix indicatif ~sept. 2026.,"Concepteur de processeurs (CPU, GPU IA MI300). Challenger de Nvidia et Intel, volatilite implicite tres elevee.",action;etats-unis;s&p 500;technologie
EQUITY,CRM US,Salesforce Inc.,US79466L3024,Technologie / Logiciels CRM,Etats-Unis,260,USD,0.28,0.006,0.0,EXCELLENT_FOR_AUTOCALL,Grande capitalisation americaine (S&P 500 / Nasdaq 100). Prix indicatif ~sept. 2026.,Numero un mondial du CRM. Bascule vers la discipline de marge et les agents IA (Agentforce).,action;etats-unis;s&p 500;technologie
EQUITY,BAC US,Bank of America Corp.,US0605051046,Finance / Banque,Etats-Unis,50,USD,0.24,0.024,0.0,MEDIUM,Grande capitalisation americaine (S&P 500 / Nasdaq 100). Prix indicatif ~sept. 2026.,"Deuxieme banque de detail americaine. Tres sensible a la pente des taux, rendement du capital regulier.",action;etats-unis;s&p 500;finance
EQUITY,BRK/B US,Berkshire Hathaway Inc. (classe B),US0846707026,Finance / Conglomerat,Etats-Unis,500,USD,0.16,0.0,0.0,LOW,Grande capitalisation americaine (S&P 500 / Nasdaq 100). Prix indicatif ~sept. 2026.,"Holding de Warren Buffett (assurance, energie, rail BNSF, participations Apple/AmEx). Tres defensif, tresorerie record, pas de dividende.",action;etats-unis;s&p 500;finance
EQUITY,COST US,Costco Wholesale Corp.,US22160K1051,Consommation de base / Distribution,Etats-Unis,950,USD,0.2,0.005,0.0,MEDIUM,Grande capitalisation americaine (S&P 500 / Nasdaq 100). Prix indicatif ~sept. 2026.,"Distributeur a adhesion. Fidelite exceptionnelle, revenus d'abonnement, valorisation elevee, defensif de croissance.",action;etats-unis;s&p 500;consommation de base
EQUITY,BA US,Boeing Co.,US0970231058,Industrie / Aerospatiale & Defense,Etats-Unis,210,USD,0.36,0.0,0.0,EXCELLENT_FOR_AUTOCALL,Grande capitalisation americaine (S&P 500 / Nasdaq 100). Prix indicatif ~sept. 2026.,"Avionneur americain (duopole avec Airbus). Sortie de crise qualite/production, pas de dividende, volatilite elevee.",action;etats-unis;s&p 500;industrie
EQUITY,CAT US,Caterpillar Inc.,US1491231015,Industrie / Machines,Etats-Unis,420,USD,0.26,0.014,0.0,MEDIUM,Grande capitalisation americaine (S&P 500 / Nasdaq 100). Prix indicatif ~sept. 2026.,"Numero un mondial des engins de chantier et miniers. Cyclique infrastructure/minier, dividende regulier.",action;etats-unis;s&p 500;industrie
EQUITY,GE US,GE Aerospace,US3696043013,Industrie / Aerospatiale,Etats-Unis,280,USD,0.26,0.006,0.0,MEDIUM,Grande capitalisation americaine (S&P 500 / Nasdaq 100). Prix indicatif ~sept. 2026.,"Motoriste aeronautique (apres la scission de GE). Forte visibilite services moteurs, cycle aeronautique porteur.",action;etats-unis;s&p 500;industrie
EQUITY,7203 JP,Toyota Motor Corp.,JP3633400001,Consommation discretionnaire / Automobile,Japon,3200,JPY,0.24,0.028,0.0,MEDIUM,Constituant majeur du Nikkei 225 / TOPIX. Prix indicatif ~sept. 2026 (cotation Tokyo).,"Premier constructeur automobile mondial. Strategie hybride payante, bilan solide, exposition USD.",action;japon;nikkei 225;consommation discretionnaire
